,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2010-03-26,33.37,38.88,50.42,66.63,223.26,59.89,43.72,31.32,26.84,54.82,35.27,43.94,164.72,38.46,33.65,50.89,16.37,38.22,14.84,135.06,28.0,47.6,24.54,73.79,17.06,31.12,120.86,65.77,28.89,33.13,34.91,45.43,57.4,45.92,17.65,28.26,28.64,29.79,22.76,27.88,16.88,13.25,15.28,80.75,56.55,71.85,47.8,35.24,69.27,49.94,14.5,5.16,8.97,16.54,60.47,41.46,59.82,24.93,52.52,25.48
2010-03-29,33.46,39.22,50.75,68.03,224.7,59.86,44.37,31.4,26.78,55.18,35.55,44.8,165.85,38.71,34.29,51.1,16.42,38.43,14.96,135.12,28.18,47.69,24.6,74.12,17.2,31.16,120.24,66.48,28.78,33.16,35.18,45.8,58.36,45.87,17.78,28.46,28.7,29.65,22.74,28.06,17.03,12.98,15.43,80.98,56.59,72.34,47.89,35.39,70.67,49.52,14.47,5.37,9.04,16.56,61.17,41.32,59.65,24.96,52.72,25.7
2010-03-30,33.53,39.21,50.56,67.5,228.05,60.05,44.24,31.5,26.94,55.11,35.69,44.65,163.3,38.92,34.23,51.25,16.33,38.84,14.94,136.58,28.63,47.44,24.64,76.78,17.43,31.05,120.4,66.54,28.54,33.21,35.14,45.93,58.07,46.55,17.51,28.25,28.54,29.73,22.63,28.03,16.98,12.7,15.42,81.25,56.52,71.72,47.79,35.47,69.78,49.79,14.48,5.37,9.0,16.61,60.94,41.06,59.81,25.1,52.67,25.98
2010-03-31,33.47,39.18,50.27,66.65,227.22,59.51,44.73,31.73,26.51,54.88,35.46,44.95,162.59,38.83,33.93,50.97,16.25,38.32,14.85,135.77,28.39,47.84,24.7,76.13,17.51,31.15,119.92,67.01,28.8,32.74,34.69,46.19,57.78,46.21,17.6,28.2,28.43,29.42,22.5,27.79,16.86,12.02,15.54,80.42,56.18,70.98,47.5,35.29,69.52,49.69,14.53,5.23,9.05,16.53,60.87,41.22,59.34,24.51,52.55,26.3
2010-04-01,34.03,39.6,50.42,67.0,228.16,59.97,44.99,31.76,26.39,54.55,35.85,45.39,162.2,39.08,34.53,50.87,16.36,38.42,14.79,131.81,28.76,47.6,24.83,76.38,17.54,31.21,119.92,67.77,29.03,33.33,34.38,47.25,58.83,46.97,17.78,28.18,28.56,29.45,22.65,27.88,17.14,12.08,15.79,80.49,56.26,71.54,47.66,35.54,70.16,49.77,14.56,5.25,9.28,16.29,61.45,41.66,60.11,24.32,53.09,27.29
2010-04-05,34.85,40.52,50.98,66.13,230.6,59.34,47.91,31.82,26.49,54.34,36.24,45.7,165.0,39.0,34.6,50.87,16.54,38.57,14.63,131.49,29.22,47.34,24.64,76.69,17.59,31.01,120.95,68.62,29.16,33.78,34.17,47.68,59.75,47.39,17.87,28.96,29.01,29.7,23.35,27.76,17.66,12.21,16.13,81.26,56.61,71.51,47.25,36.03,70.45,50.36,14.7,5.21,9.64,16.51,61.97,41.81,60.51,24.64,53.23,27.03
2010-04-06,34.86,40.95,50.55,66.42,231.61,59.71,47.75,31.92,26.53,54.29,38.02,45.21,164.75,38.68,34.21,50.9,16.6,37.42,14.68,135.56,29.45,46.59,24.38,76.84,17.53,30.71,120.55,68.82,29.87,34.12,34.02,47.44,60.03,47.51,18.23,29.67,29.09,29.6,23.04,27.64,17.75,12.14,16.28,80.84,56.04,70.38,47.16,35.5,69.71,50.35,15.06,5.29,9.54,16.92,61.71,42.27,60.31,24.69,52.68,26.88
2010-04-07,34.61,40.24,50.32,66.19,232.64,59.35,47.06,31.93,26.56,53.71,38.17,44.84,168.05,38.76,33.65,50.68,16.51,36.87,14.78,134.87,29.14,46.2,24.17,76.21,17.09,30.77,120.13,68.37,29.6,34.1,33.84,46.37,59.27,47.03,18.36,32.79,29.18,29.66,23.29,27.63,17.21,12.03,16.04,79.92,55.49,70.1,46.81,35.19,69.24,49.82,15.18,5.42,9.44,16.87,61.2,41.79,60.21,24.8,52.27,26.86
2010-04-08,35.28,41.49,50.29,66.35,232.01,59.33,48.0,32.01,27.08,53.53,38.28,45.18,171.04,38.51,33.71,50.77,16.57,36.85,14.84,140.96,29.6,46.18,24.14,75.56,17.23,30.67,119.32,68.62,29.82,34.41,34.61,46.62,59.28,46.43,18.38,31.05,29.28,29.99,22.73,27.69,17.14,12.08,16.25,79.48,55.55,70.1,46.51,35.14,69.55,50.14,15.25,5.47,9.68,17.35,61.67,42.19,61.16,24.75,52.17,26.75
2010-04-09,36.18,41.67,50.96,66.48,233.79,59.69,49.2,32.29,27.46,53.84,38.82,45.64,170.68,38.38,33.91,50.48,16.53,36.81,14.93,140.06,29.82,46.96,24.52,76.06,17.29,31.16,120.39,70.25,29.89,34.45,35.33,47.62,60.01,46.05,18.33,31.51,29.67,30.24,22.94,27.79,17.13,12.16,16.55,79.92,55.7,70.61,46.95,35.3,70.21,50.36,15.31,5.44,9.7,17.52,62.49,42.4,61.09,25.05,53.01,27.08
2010-04-12,36.6,42.3,50.87,66.02,234.27,59.65,49.9,32.24,27.44,53.58,39.08,45.74,169.46,38.62,33.68,50.44,16.7,36.54,14.97,141.2,29.71,47.29,24.59,75.86,17.41,31.26,120.02,71.07,30.0,34.2,35.09,47.38,61.35,46.0,18.39,34.05,29.73,30.45,23.63,27.88,16.78,12.21,16.69,79.55,55.67,70.72,47.19,35.37,69.99,50.37,15.41,5.49,9.74,17.64,62.45,42.54,60.95,24.98,53.07,27.17
2010-04-13,36.41,42.72,51.49,65.35,234.41,59.71,49.98,32.53,27.56,53.3,39.29,45.44,170.8,38.51,33.67,50.16,16.91,36.6,14.87,140.16,30.05,47.49,24.71,76.47,17.45,31.11,120.65,70.88,29.75,33.94,35.28,46.96,60.85,46.09,18.4,33.17,29.8,31.23,23.79,28.16,16.84,12.23,16.77,79.03,55.94,70.45,47.23,35.07,69.58,50.28,15.21,5.47,9.7,18.18,62.4,42.29,61.3,24.9,53.41,27.18
2010-04-14,37.21,44.12,51.55,65.82,237.56,59.62,50.01,32.52,27.89,53.45,40.0,46.5,176.2,38.55,33.64,50.09,17.27,37.0,14.78,144.28,30.54,47.4,24.68,76.88,17.69,31.26,122.72,71.2,30.79,34.17,35.36,47.33,61.85,47.29,19.12,32.83,29.89,31.81,24.74,28.38,17.43,12.77,16.83,80.33,56.11,70.46,47.58,35.22,69.46,50.97,16.02,5.55,9.8,18.38,62.36,44.01,61.74,25.31,53.58,27.29
2010-04-15,37.32,44.32,52.05,66.18,240.68,59.6,50.85,32.51,27.94,53.76,40.2,46.34,175.59,38.37,33.4,49.62,17.41,36.69,14.71,145.82,30.65,47.49,24.37,77.43,17.63,31.14,122.39,72.1,31.01,34.58,35.46,47.3,62.72,47.37,19.2,33.03,29.91,31.96,24.82,28.55,17.01,13.16,16.9,80.06,55.94,70.98,47.6,35.2,69.23,50.7,16.31,5.52,9.74,18.97,62.04,44.08,61.51,25.62,53.55,26.94
2010-04-16,36.66,42.83,51.66,64.98,239.21,59.49,50.14,32.6,27.76,53.96,39.66,45.37,153.13,38.37,32.8,49.6,16.93,35.56,14.54,142.17,30.52,47.18,24.69,76.3,17.12,30.61,122.14,71.35,30.13,33.99,35.24,46.38,61.49,46.3,18.15,32.34,30.01,31.84,24.44,28.17,16.39,12.83,16.56,79.37,55.81,70.78,48.05,34.49,68.85,50.25,16.21,5.47,9.58,18.17,61.74,42.0,61.4,25.41,52.87,26.64
2010-04-19,37.05,43.46,51.92,65.14,238.89,59.47,49.99,32.44,28.09,54.25,39.67,45.26,155.62,38.33,33.05,49.86,16.91,36.11,14.54,142.43,30.52,47.19,24.84,76.43,17.37,30.56,123.64,71.86,30.55,34.61,35.14,46.25,61.59,46.19,18.13,32.29,29.74,31.99,24.31,28.29,16.27,13.01,16.44,79.06,56.13,71.81,47.81,34.7,68.94,50.15,16.35,5.41,9.95,18.39,62.01,41.85,62.19,25.49,53.23,26.4
2010-04-20,37.54,43.87,52.55,65.55,236.5,59.27,50.3,32.48,28.38,54.58,39.91,45.69,152.44,38.5,32.99,49.98,16.96,35.67,14.51,144.2,30.79,47.23,24.46,77.68,17.33,30.53,121.26,72.5,31.17,34.43,35.3,47.03,62.06,46.08,18.35,34.39,30.16,32.0,24.51,27.98,16.76,13.3,16.56,78.76,56.11,72.47,47.66,34.6,69.67,50.07,16.45,5.42,9.97,18.38,62.68,42.3,62.56,25.59,54.04,26.4
2010-04-21,37.43,43.67,53.16,68.08,250.64,59.34,49.34,32.13,28.35,54.95,41.84,45.64,151.44,38.58,32.81,49.93,16.99,35.49,14.37,146.43,31.23,46.76,24.34,78.07,17.32,30.21,120.61,72.39,30.54,34.35,35.1,46.09,62.29,45.64,18.02,33.79,30.08,32.08,24.3,27.8,16.46,13.51,16.72,78.09,56.5,73.56,47.89,34.77,70.67,50.2,16.61,5.52,9.84,17.45,62.64,41.82,62.58,25.65,54.79,26.68
2010-04-22,37.27,44.42,52.74,69.39,257.65,58.25,49.22,31.81,28.41,54.22,43.69,45.7,151.55,38.49,32.99,49.95,16.91,35.13,14.27,150.09,33.17,46.11,24.39,78.39,17.57,30.01,120.74,71.75,31.07,34.7,35.03,45.41,62.45,45.47,18.28,35.73,30.23,32.49,24.37,27.74,16.65,13.58,16.84,77.2,56.46,73.92,47.99,34.51,70.82,49.84,16.89,5.46,9.7,17.72,62.31,41.25,63.18,25.73,55.29,26.86
2010-04-23,38.0,45.63,52.9,68.97,261.87,58.2,50.18,31.81,28.02,53.18,43.32,46.59,149.98,38.17,32.8,49.99,17.02,34.98,14.64,143.63,33.84,46.4,24.2,78.87,17.72,30.12,121.54,73.05,30.98,35.36,35.2,45.81,63.63,46.02,18.17,36.66,30.13,33.1,24.53,27.65,17.02,13.59,16.91,77.64,56.42,74.13,47.67,34.61,71.17,50.39,16.93,5.4,10.51,17.64,62.93,41.44,63.28,25.87,55.29,26.94
2010-04-26,38.13,44.77,52.57,68.24,260.58,58.48,49.79,31.87,28.15,53.19,43.58,46.6,144.86,38.59,32.65,49.54,17.23,35.07,14.56,147.11,33.67,46.0,24.13,79.65,17.83,30.1,122.24,72.98,30.28,36.0,35.07,45.36,66.28,47.3,17.79,36.77,30.47,33.19,24.98,27.65,17.22,13.83,17.32,78.82,56.77,73.43,47.42,35.15,71.23,50.73,16.46,5.42,10.54,17.39,62.97,40.47,63.17,25.96,55.24,27.08
2010-04-27,37.64,43.48,51.01,66.53,253.37,57.77,48.67,30.94,27.92,53.0,42.8,45.31,145.83,38.31,31.92,49.54,16.69,35.25,14.25,142.02,32.47,45.15,23.74,80.14,17.25,28.81,120.45,70.89,29.35,34.64,34.49,43.73,63.4,45.74,17.22,30.87,29.71,32.1,24.41,27.11,17.04,12.98,16.95,76.99,56.04,72.07,46.61,34.58,69.32,49.78,15.99,5.3,10.04,16.92,62.05,39.1,62.73,25.43,53.84,26.28
2010-04-28,38.3,43.76,51.61,66.43,252.94,58.24,48.96,30.71,27.97,53.26,42.87,43.87,149.61,38.96,32.2,49.14,16.91,34.7,14.31,139.35,32.33,45.18,23.96,80.38,17.58,28.79,121.65,71.24,30.03,34.69,35.3,43.39,63.8,45.56,17.53,32.64,30.06,32.0,24.39,27.34,17.49,12.67,17.03,76.84,56.52,72.46,46.75,34.05,69.7,49.81,15.97,5.24,10.31,16.75,62.88,40.07,62.56,25.46,55.03,25.99
2010-04-29,38.66,45.2,52.59,67.74,259.75,58.64,49.5,30.89,28.05,53.49,43.42,44.21,152.69,38.87,32.81,49.23,17.4,35.34,14.6,141.73,33.93,45.32,24.13,81.38,18.69,28.45,121.98,72.71,30.75,35.67,35.44,44.38,65.45,46.28,18.04,33.24,30.43,32.34,24.95,27.48,18.11,12.99,17.68,78.11,55.65,73.66,48.91,34.72,70.59,49.44,16.11,5.35,10.42,16.97,62.4,40.57,63.61,25.92,55.6,26.95
2010-04-30,38.71,43.8,51.63,66.49,252.45,58.66,48.34,30.72,27.64,53.47,42.56,44.28,138.36,38.55,32.15,49.17,16.83,34.22,14.47,137.1,33.11,44.97,24.0,80.77,18.48,28.44,120.62,71.96,30.64,35.02,35.12,43.3,62.99,45.68,17.58,32.14,30.08,32.04,24.03,27.2,17.8,12.45,17.67,77.09,55.62,72.4,48.85,33.79,69.14,48.59,15.67,5.17,10.12,16.53,61.59,39.26,62.78,25.36,54.36,26.39
2010-05-03,39.05,44.82,52.73,68.29,257.54,59.08,49.71,30.84,27.93,53.37,43.74,44.25,142.45,38.62,32.58,49.26,17.19,34.64,14.64,137.49,33.94,44.69,24.14,81.81,19.06,28.47,121.18,73.19,31.35,35.27,35.27,43.07,64.7,46.09,17.8,32.67,30.81,32.62,24.44,27.47,18.29,12.72,17.89,77.69,56.08,73.99,48.67,33.68,70.22,49.28,15.85,5.22,10.26,16.95,61.66,40.14,63.52,25.93,55.49,26.59
2010-05-04,37.94,43.55,51.93,66.82,250.12,58.85,49.96,30.44,27.27,53.41,42.02,43.01,142.41,37.98,32.13,49.52,16.58,33.48,14.94,129.83,32.57,44.05,23.88,79.87,18.57,27.7,119.8,71.36,30.48,33.93,34.7,41.29,61.7,44.35,17.31,31.6,29.71,32.21,23.78,27.17,17.52,12.29,17.53,76.09,55.21,72.84,48.13,32.75,68.16,47.34,15.15,5.1,9.84,16.32,60.41,39.16,62.83,25.01,53.42,25.78
2010-05-05,37.13,42.19,51.57,65.55,247.52,58.64,48.79,30.19,27.01,53.7,42.34,42.67,141.21,37.91,32.68,50.21,16.16,33.28,15.03,130.93,31.76,43.41,24.1,78.88,18.45,27.3,119.18,70.86,30.27,33.29,34.3,40.48,61.02,44.43,17.28,31.14,28.99,32.05,23.9,27.34,17.43,11.8,17.26,75.77,55.62,72.36,48.67,32.6,67.87,47.61,15.26,5.05,9.68,16.49,60.14,39.31,62.85,25.0,53.6,25.55
2010-05-06,36.03,40.36,50.14,62.76,238.1,58.19,47.89,29.11,26.23,53.32,41.38,41.42,135.61,37.48,31.7,48.8,15.45,33.2,14.64,128.71,30.9,42.72,23.49,76.74,17.3,26.49,116.46,68.22,28.9,32.26,33.52,38.79,58.74,44.05,16.05,30.36,28.1,30.89,23.16,26.84,16.56,11.26,16.04,75.13,54.36,70.66,47.75,32.76,65.25,45.18,14.7,5.0,9.32,15.92,58.07,37.63,61.74,24.0,51.75,24.45
2010-05-07,35.76,38.56,48.87,61.6,228.05,58.08,46.67,28.53,25.53,53.24,38.84,40.86,136.25,36.76,31.9,48.04,15.07,32.9,14.4,124.98,30.03,41.61,23.65,75.27,17.16,25.76,114.75,68.13,28.56,31.85,33.16,37.99,57.45,43.79,15.95,31.97,27.51,30.4,22.86,27.63,15.85,11.01,15.87,74.89,53.96,69.31,46.98,32.45,63.83,43.69,14.52,4.98,9.04,15.29,57.89,37.58,60.49,23.27,50.36,23.88
2010-05-10,37.07,40.92,50.13,65.55,245.58,59.73,50.5,29.44,26.19,54.93,40.99,42.43,137.05,38.12,32.54,48.2,16.1,34.31,14.87,131.29,32.25,42.9,24.27,78.32,16.85,27.56,118.67,70.59,30.55,33.62,34.41,40.97,61.69,45.46,17.05,33.85,28.63,32.1,23.85,28.04,16.89,11.62,15.49,76.75,55.85,71.32,48.23,33.13,66.2,45.9,14.88,5.12,9.42,16.33,59.28,38.68,62.78,24.61,52.0,25.24
2010-05-11,37.47,41.15,50.9,65.94,248.03,59.86,53.86,29.51,26.14,54.81,42.12,42.34,135.28,37.96,33.09,48.09,16.07,33.57,14.88,130.46,32.07,42.6,24.08,77.47,16.9,27.05,119.25,70.43,30.5,33.5,34.01,40.23,61.12,44.09,16.92,35.43,28.63,32.4,23.7,27.91,16.75,11.77,15.78,77.46,55.81,70.88,48.35,32.66,65.78,45.27,14.97,5.02,9.38,16.41,58.98,38.31,62.69,24.45,52.0,25.31
2010-05-12,37.73,41.88,51.38,67.28,253.42,60.21,55.99,29.53,26.64,54.81,43.18,41.9,140.26,38.29,33.45,48.39,16.46,33.24,14.78,133.87,33.07,43.1,24.26,78.74,16.99,27.46,124.7,70.74,31.19,34.89,34.55,40.59,63.05,44.3,16.83,34.2,28.68,32.64,24.11,27.93,17.6,12.13,16.19,78.34,56.39,71.14,48.8,33.03,67.09,46.33,15.21,4.89,9.46,16.47,59.39,38.44,62.86,25.18,52.69,25.28
2010-05-13,37.24,40.65,50.36,66.26,249.81,59.79,55.18,29.27,26.46,54.27,42.51,41.57,137.83,38.1,32.8,48.31,16.11,31.53,14.49,131.47,32.45,42.61,24.02,77.97,16.6,27.0,123.57,69.74,30.66,34.3,34.72,39.92,61.9,43.66,16.63,33.58,28.33,32.08,23.55,27.85,17.66,11.88,15.96,76.78,56.15,70.24,48.57,32.56,66.06,45.55,14.94,4.95,9.57,16.14,59.24,37.63,62.7,24.04,52.08,25.09
2010-05-14,36.52,38.59,49.89,64.46,245.42,59.42,54.43,28.49,26.18,53.78,41.16,40.75,136.48,37.93,32.36,48.06,15.75,31.19,14.17,128.53,31.18,41.81,23.95,77.14,16.45,26.27,123.3,68.77,29.69,33.46,34.03,38.3,60.02,43.0,16.11,32.81,27.79,32.01,22.99,27.59,17.23,11.58,15.78,75.48,55.96,68.91,48.45,32.13,64.93,44.34,14.66,4.9,9.31,16.39,58.19,36.78,61.9,23.48,50.72,24.62
2010-05-17,36.1,39.14,50.16,64.33,245.81,60.04,53.28,28.76,26.19,54.37,41.69,40.85,135.92,38.41,32.67,48.62,15.67,30.67,14.09,128.91,31.46,41.6,23.99,77.14,16.92,26.36,122.59,69.33,29.63,33.46,34.12,38.34,59.0,43.28,16.12,32.22,27.85,32.37,23.48,28.07,16.7,11.43,15.97,76.88,56.71,69.35,49.42,32.49,64.98,44.43,14.72,4.91,9.38,16.27,57.89,36.73,62.38,23.42,51.03,24.53
2010-05-18,35.76,37.83,49.11,62.53,244.01,59.84,52.84,28.08,26.0,54.12,41.38,40.27,130.89,38.11,32.32,49.52,15.38,30.42,13.83,126.28,30.9,40.76,23.85,76.54,16.53,26.11,122.13,68.54,28.35,32.95,33.48,37.77,58.46,42.71,15.72,31.21,27.84,31.59,22.67,27.59,16.34,11.04,15.57,75.57,56.56,69.08,49.31,32.18,63.88,43.74,14.51,4.85,9.3,16.03,57.45,35.98,62.28,22.94,50.37,24.03
2010-05-19,35.26,38.15,48.88,61.13,240.12,59.4,53.62,28.6,25.67,54.12,41.17,40.69,133.5,37.65,31.97,48.9,15.41,31.73,13.84,124.59,30.38,40.73,23.86,75.66,16.43,26.35,121.11,68.32,27.88,32.72,33.24,38.17,56.84,42.6,16.08,30.84,27.97,31.27,22.77,27.83,16.15,11.04,15.38,75.71,56.57,68.66,49.05,32.15,63.09,43.94,14.49,4.93,8.91,15.79,57.14,36.31,61.73,22.84,49.9,24.43
2010-05-20,33.66,36.68,47.18,58.17,229.89,57.44,51.9,27.8,24.64,53.44,38.68,40.26,129.69,36.8,30.04,47.3,14.51,30.67,13.32,119.71,29.07,39.47,23.15,72.95,15.69,25.71,116.35,65.64,26.59,31.74,32.21,36.98,54.28,41.13,15.08,28.76,27.04,29.91,22.41,26.77,15.34,10.33,14.38,74.0,55.13,66.14,47.8,30.79,60.03,42.96,13.85,4.92,8.47,15.1,55.2,34.88,60.18,21.95,48.1,23.87
2010-05-21,34.01,37.81,47.57,59.61,234.3,57.19,53.25,27.76,24.4,53.78,40.01,40.38,133.99,36.48,30.4,47.36,14.66,32.26,13.47,122.72,29.71,39.9,23.17,73.98,15.92,25.85,117.87,66.43,27.9,32.08,32.63,37.87,55.59,41.8,15.76,29.71,27.35,30.03,22.7,27.28,15.57,10.77,15.01,75.59,55.34,69.22,48.08,31.63,61.07,43.55,12.91,5.01,8.56,15.48,55.71,36.93,60.36,22.09,48.99,24.08
2010-05-24,33.11,37.07,46.64,58.31,238.59,56.95,52.25,27.47,23.88,53.23,40.05,39.45,130.25,36.08,30.06,47.02,14.29,31.37,13.31,122.12,29.1,39.63,23.11,72.96,15.67,25.42,116.96,65.5,26.61,31.46,32.29,37.14,54.78,40.86,15.18,28.53,27.07,30.21,22.39,26.58,15.2,10.53,14.79,74.5,54.94,68.06,47.97,30.97,59.72,42.72,13.0,4.9,8.31,15.54,55.07,35.61,60.18,22.01,48.29,23.6
2010-05-25,32.99,37.04,46.31,57.96,237.11,56.56,51.76,27.46,23.7,52.85,40.03,39.33,135.84,35.9,30.22,46.36,14.24,30.9,13.17,124.86,29.08,39.22,22.73,72.85,16.52,25.45,117.03,64.72,26.78,31.53,32.41,37.4,54.78,40.22,15.27,28.49,27.09,30.9,22.54,26.07,14.92,10.54,15.47,74.09,54.62,68.57,47.5,31.0,59.8,42.87,12.89,4.9,8.44,15.31,54.64,35.9,60.34,21.95,48.73,23.3
2010-05-26,32.76,36.25,45.65,58.41,236.03,55.07,53.11,26.98,22.74,52.59,40.62,38.81,133.69,35.74,29.31,46.12,14.29,30.39,13.22,123.21,29.11,38.71,22.49,72.57,16.56,25.1,115.81,63.81,25.99,31.18,32.12,36.38,55.26,39.55,15.25,28.13,27.05,30.96,22.3,26.1,15.1,10.89,15.78,72.01,54.08,68.0,47.04,30.4,60.1,42.74,12.82,4.84,8.35,15.45,54.27,35.76,58.71,21.55,48.23,23.0
2010-05-27,34.5,38.3,46.63,60.13,244.97,56.57,55.79,27.83,23.64,53.4,41.84,40.08,138.46,36.1,29.7,46.75,14.87,31.65,13.45,126.7,30.68,39.99,23.01,74.65,17.13,26.62,118.78,66.32,27.25,32.7,32.9,39.37,57.41,41.42,15.95,30.12,28.34,31.42,22.96,26.7,16.13,11.47,16.21,73.74,54.53,69.26,47.99,31.33,62.01,43.88,12.96,5.01,8.79,15.69,56.24,37.27,60.27,22.29,49.3,24.18
2010-05-28,34.27,37.86,46.43,59.26,248.38,56.56,54.18,27.91,23.45,52.98,41.36,39.6,137.8,35.79,29.42,46.62,14.59,30.78,13.32,125.46,30.17,39.8,23.08,72.7,16.91,26.29,117.72,65.88,26.59,32.14,32.94,38.37,56.21,40.88,15.52,29.23,28.38,30.79,22.56,26.28,16.03,11.22,16.06,72.34,54.66,68.71,47.84,30.39,61.48,43.02,12.89,4.84,8.65,15.34,55.32,36.5,59.98,21.81,48.86,24.04
2010-06-01,33.26,37.22,46.02,58.12,252.2,56.45,52.56,28.08,23.54,53.35,40.0,40.26,135.51,35.26,29.4,46.95,14.26,30.23,13.11,123.24,29.65,39.73,23.03,71.57,16.84,26.16,116.86,64.47,26.16,31.32,32.66,37.58,54.83,40.57,15.22,28.29,27.64,30.72,22.5,26.56,15.07,10.91,15.77,71.52,54.72,68.06,47.99,30.04,60.43,42.61,12.66,4.84,8.31,15.02,54.21,35.54,59.52,21.66,48.09,23.98
2010-06-02,34.69,38.91,46.9,59.4,255.22,57.52,53.79,29.04,24.05,53.91,40.95,41.42,138.35,35.85,30.14,47.69,14.59,30.15,13.3,126.31,30.21,40.65,23.54,72.18,17.18,26.83,119.74,66.12,27.04,32.16,33.48,38.82,56.3,41.45,15.67,28.96,28.46,31.02,22.87,27.13,15.3,11.33,16.23,72.05,55.24,68.6,49.19,30.2,61.5,44.19,12.69,4.87,8.56,15.18,55.61,36.47,60.78,21.99,49.13,24.69
2010-06-03,34.35,38.5,47.02,59.38,254.41,57.44,54.49,29.14,24.42,54.07,41.33,41.38,137.59,36.15,29.71,47.69,14.68,30.05,13.32,128.76,31.0,40.95,23.69,71.81,17.2,26.93,120.26,65.92,26.75,31.8,33.35,39.56,56.53,41.96,15.6,29.08,28.67,30.62,23.13,26.91,15.62,11.44,16.46,72.72,55.3,68.53,49.35,30.78,61.63,44.39,13.31,4.84,8.61,15.43,56.33,36.05,60.85,22.34,49.22,24.71
2010-06-04,33.08,36.48,45.59,56.46,247.49,55.69,52.24,28.26,23.44,53.1,38.35,40.11,135.88,35.4,28.32,46.47,14.02,29.24,12.91,122.77,29.02,39.62,23.03,69.76,16.63,25.55,117.74,63.57,25.74,30.58,32.14,37.24,53.43,41.02,15.14,28.71,27.9,29.44,22.34,26.2,14.82,11.0,16.05,71.1,54.4,66.53,47.65,29.86,59.02,43.05,12.81,4.7,8.25,15.0,54.47,34.69,59.82,21.62,47.04,23.9
2010-06-07,32.77,35.81,44.93,55.5,242.64,55.95,50.97,28.08,22.99,53.72,36.97,40.08,132.47,35.58,27.55,46.78,13.76,28.29,12.7,122.01,28.04,39.64,22.81,68.51,16.23,25.03,116.66,63.64,25.29,30.3,29.53,36.95,51.65,39.83,14.63,28.15,27.84,28.9,21.87,26.02,14.68,10.6,15.29,69.47,54.24,65.61,47.9,29.15,56.21,42.3,12.51,4.63,8.01,14.94,54.26,33.86,59.87,21.43,46.11,23.74
2010-06-08,33.6,36.49,44.71,56.34,241.08,56.78,51.35,28.03,22.83,54.41,37.41,40.57,131.61,36.1,28.11,46.82,13.82,28.62,12.73,118.84,28.98,40.08,23.16,68.68,16.29,25.25,116.28,63.34,25.73,31.54,29.64,37.49,52.37,40.45,15.12,28.34,27.66,29.13,22.06,26.32,14.47,10.73,15.19,70.38,55.6,66.2,48.67,29.68,56.73,42.89,12.27,4.56,7.95,14.79,56.04,34.84,61.33,21.62,46.35,24.04
2010-06-09,33.52,36.19,44.74,56.98,235.15,56.64,50.27,28.11,22.54,54.5,38.01,40.66,130.68,36.08,27.39,47.01,13.67,28.2,12.7,117.91,29.32,40.62,23.06,68.56,16.28,25.3,116.44,63.14,25.05,31.62,29.17,36.91,52.55,39.84,14.81,28.27,27.71,29.09,21.93,26.54,14.04,10.57,14.33,69.48,55.0,66.49,48.34,28.91,56.64,42.45,12.36,4.5,7.88,14.69,54.93,34.23,61.22,21.45,46.49,24.18
2010-06-10,35.27,38.01,45.62,58.99,242.22,57.86,53.36,28.6,22.73,54.9,40.12,41.6,127.78,36.42,27.51,47.23,14.0,28.22,13.04,123.21,30.13,41.96,23.56,70.98,16.89,26.25,120.0,66.15,26.07,32.87,30.34,38.44,55.46,40.58,15.25,29.16,28.89,29.97,22.66,27.0,14.82,10.89,15.12,71.07,55.39,67.46,48.65,29.34,58.01,43.47,12.64,4.65,8.38,15.1,56.63,35.31,62.22,21.44,47.7,25.03
2010-06-11,35.35,38.11,45.81,60.36,245.12,57.61,53.61,29.17,23.33,54.84,40.39,41.81,129.57,36.28,27.07,46.89,13.89,28.6,13.52,123.03,30.05,42.67,23.39,71.78,17.0,26.43,120.72,66.05,25.8,33.42,30.51,38.77,55.72,40.85,15.39,28.98,28.88,29.51,22.59,26.92,14.8,10.9,15.14,70.81,54.59,67.7,48.05,28.71,58.47,44.12,12.72,4.68,8.38,15.29,56.6,35.12,62.37,21.57,48.21,24.84
2010-06-14,34.89,37.88,45.53,59.85,245.87,57.87,53.5,29.4,23.18,55.1,40.36,42.06,127.47,36.35,27.13,47.24,13.74,28.4,13.41,123.83,30.63,42.68,23.33,71.63,16.96,27.07,120.77,66.16,25.39,32.76,30.32,39.36,56.43,41.06,15.2,30.64,28.92,29.36,22.7,27.01,15.04,10.96,15.9,71.02,54.8,68.49,48.77,29.65,58.23,43.9,12.66,4.71,8.5,15.17,56.15,34.42,62.16,21.43,48.25,25.4
